Commodity Group,Commodity,MSP (Rs./Quintal),Date,Price,Arrival (Metric Tonnes)
Oil Seeds,Groundnut,7263,2025-04-20,7475.25,120123.35
Oil Seeds,Mustard,6200,2025-04-20,6506.97,35115.49
Oil Seeds,Safflower,6540,2025-04-20,7353.08,83783.17
Oil Seeds,Sesamum,9846,2025-04-20,9500.81,103807.6
Oil Seeds,Soyabean,5328,2025-04-20,4603.87,33298.36
Oil Seeds,Sunflower,7721,2025-04-20,8272.36,16605.59
Pulses,Arhar,8000,2025-04-20,8247.57,49107.55
Pulses,Bengal Gram,5875,2025-04-20,5679.88,57774.31
Pulses,Black Gram,7800,2025-04-20,7462.27,143823.23
Pulses,Green Gram,8768,2025-04-20,8234.35,113302.61
Pulses,Lentil,7000,2025-04-20,6949.71,132751.05
Vegetables,Onion,0,2025-04-20,1537.08,43027.33
Vegetables,Potato,0,2025-04-20,493.3,119035.83
Vegetables,Tomato,0,2025-04-20,550.82,119388.73
Cereals,Bajra,2775,2025-04-21,2637.01,154193.9
Cereals,Barley,2150,2025-04-21,1896.26,15073.8
Cereals,Jowar,3699,2025-04-21,3952.22,99123.49
Cereals,Maize,2400,2025-04-21,2535.65,86993.73
Cereals,Paddy,2369,2025-04-21,2188.77,163829.51
Cereals,Ragi,4886,2025-04-21,5324.88,138954.56
Cereals,Wheat,2585,2025-04-21,2408.3,118066.62
Fibre Crops,Cotton,7710,2025-04-21,7388.43,18361.84
Oil Seeds,Copra,12100,2025-04-21,13614.85,27406.89
Oil Seeds,Groundnut,7263,2025-04-21,8244.02,89228.85
Oil Seeds,Mustard,6200,2025-04-21,5614.35,108403.09
Oil Seeds,Safflower,6540,2025-04-21,7271.72,146458.37
Oil Seeds,Sesamum,9846,2025-04-21,10751.52,131773.73
Oil Seeds,Soyabean,5328,2025-04-21,5635.33,169846.67
Oil Seeds,Sunflower,7721,2025-04-21,7141.16,97910.52
Pulses,Arhar,8000,2025-04-21,7330.9,197534.22
Pulses,Bengal Gram,5875,2025-04-21,6657.65,7933.39
Pulses,Black Gram,7800,2025-04-21,8281.05,185053.4
Pulses,Green Gram,8768,2025-04-21,7927.79,113610.65
Pulses,Lentil,7000,2025-04-21,7872.53,6837.5
Vegetables,Onion,0,2025-04-21,1124.62,184883.02
Vegetables,Potato,0,2025-04-21,1667.12,94869.13
Vegetables,Tomato,0,2025-04-21,1502.83,63854.14
Cereals,Bajra,2775,2025-04-22,3048.82,7449.68
Cereals,Barley,2150,2025-04-22,2212.09,46040.27
Cereals,Jowar,3699,2025-04-22,3277.94,15436.79
Cereals,Maize,2400,2025-04-22,2541.33,68008.0
Cereals,Paddy,2369,2025-04-22,2528.74,13118.0
Cereals,Ragi,4886,2025-04-22,4615.25,107921.28
Cereals,Wheat,2585,2025-04-22,2810.46,63784.56
Fibre Crops,Cotton,7710,2025-04-22,8001.19,177201.25
Oil Seeds,Copra,12100,2025-04-22,12520.58,46630.25
Oil Seeds,Groundnut,7263,2025-04-22,6226.72,174026.27
Oil Seeds,Mustard,6200,2025-04-22,5309.56,174946.6
Oil Seeds,Safflower,6540,2025-04-22,6596.77,187816.59
Oil Seeds,Sesamum,9846,2025-04-22,10728.55,199586.93
Oil Seeds,Soyabean,5328,2025-04-22,5089.38,153449.3
Oil Seeds,Sunflower,7721,2025-04-22,7493.84,96001.13
Pulses,Arhar,8000,2025-04-22,8306.01,174741.74
Pulses,Bengal Gram,5875,2025-04-22,6728.2,153666.27
Pulses,Black Gram,7800,2025-04-22,7607.57,84300.33
Pulses,Green Gram,8768,2025-04-22,9392.94,47793.49
Pulses,Lentil,7000,2025-04-22,6182.0,70956.7
Vegetables,Onion,0,2025-04-22,739.13,46759.87
Vegetables,Potato,0,2025-04-22,463.69,197545.09
Vegetables,Tomato,0,2025-04-22,895.58,135945.47
Cereals,Bajra,2775,2025-04-23,2540.45,189994.74
Cereals,Barley,2150,2025-04-23,2334.69,17927.73
Cereals,Jowar,3699,2025-04-23,3607.54,175829.71
Cereals,Maize,2400,2025-04-23,2720.21,93506.93
Cereals,Paddy,2369,2025-04-23,2449.6,33448.44
Cereals,Ragi,4886,2025-04-23,5605.95,46372.76
Cereals,Wheat,2585,2025-04-23,2928.34,129946.85
Fibre Crops,Cotton,7710,2025-04-23,7959.2,102562.07
Oil Seeds,Copra,12100,2025-04-23,11122.33,35346.78
Oil Seeds,Groundnut,7263,2025-04-23,6653.97,37328.33
Oil Seeds,Mustard,6200,2025-04-23,6720.03,70057.55
Oil Seeds,Safflower,6540,2025-04-23,5672.49,193822.07
Oil Seeds,Sesamum,9846,2025-04-23,10979.63,185554.07
Oil Seeds,Soyabean,5328,2025-04-23,6119.06,34820.36
Oil Seeds,Sunflower,7721,2025-04-23,7480.67,151659.78
Pulses,Arhar,8000,2025-04-23,8470.45,30821.49
Pulses,Bengal Gram,5875,2025-04-23,6431.66,44926.89
Pulses,Black Gram,7800,2025-04-23,7153.73,107418.04
Pulses,Green Gram,8768,2025-04-23,9012.47,116038.24
Pulses,Lentil,7000,2025-04-23,6142.12,175498.3
Vegetables,Onion,0,2025-04-23,680.51,177755.18
Vegetables,Potato,0,2025-04-23,1613.79,161912.74
Vegetables,Tomato,0,2025-04-23,1172.87,17443.0
Cereals,Bajra,2775,2025-04-24,2698.79,74569.07
Cereals,Barley,2150,2025-04-24,1995.04,144697.85
Cereals,Jowar,3699,2025-04-24,3694.42,16255.19
Cereals,Maize,2400,2025-04-24,2198.53,136667.59
Cereals,Paddy,2369,2025-04-24,2067.76,170248.82
Cereals,Ragi,4886,2025-04-24,4878.89,96143.29
Cereals,Wheat,2585,2025-04-24,2656.66,164944.96
Fibre Crops,Cotton,7710,2025-04-24,7357.98,135619.33
Oil Seeds,Copra,12100,2025-04-24,12338.61,53442.3
Oil Seeds,Groundnut,7263,2025-04-24,8088.0,159495.33
Oil Seeds,Mustard,6200,2025-04-24,6494.72,170123.82
Oil Seeds,Safflower,6540,2025-04-24,7260.63,141687.18
Oil Seeds,Sesamum,9846,2025-04-24,10841.47,139509.42
Oil Seeds,Soyabean,5328,2025-04-24,5615.94,123741.35
Oil Seeds,Sunflower,7721,2025-04-24,8306.37,31763.09
Pulses,Arhar,8000,2025-04-24,8914.09,174375.11
Pulses,Bengal Gram,5875,2025-04-24,5045.3,165172.06
Pulses,Black Gram,7800,2025-04-24,6931.56,67057.01
Pulses,Green Gram,8768,2025-04-24,9408.52,32193.94
Pulses,Lentil,7000,2025-04-24,7667.73,166435.23
Vegetables,Onion,0,2025-04-24,858.28,57443.27
Vegetables,Potato,0,2025-04-24,1278.16,126381.11
Vegetables,Tomato,0,2025-04-24,790.35,108020.08
Cereals,Bajra,2775,2025-04-25,3007.97,21440.78
Cereals,Barley,2150,2025-04-25,2318.36,108276.25
Cereals,Jowar,3699,2025-04-25,4212.78,68407.34
Cereals,Maize,2400,2025-04-25,2495.49,186409.02
Cereals,Paddy,2369,2025-04-25,2086.5,187448.84
Cereals,Ragi,4886,2025-04-25,5161.4,13614.02
Cereals,Wheat,2585,2025-04-25,2430.65,141649.01
Fibre Crops,Cotton,7710,2025-04-25,6709.28,116454.98
Oil Seeds,Copra,12100,2025-04-25,11540.56,124202.06
Oil Seeds,Groundnut,7263,2025-04-25,6273.22,174313.78
Oil Seeds,Mustard,6200,2025-04-25,7080.69,193777.13
Oil Seeds,Safflower,6540,2025-04-25,7029.82,26060.74
Oil Seeds,Sesamum,9846,2025-04-25,10608.86,4966.15
Oil Seeds,Soyabean,5328,2025-04-25,4564.16,64755.86
Oil Seeds,Sunflower,7721,2025-04-25,7694.69,154092.96
Pulses,Arhar,8000,2025-04-25,8439.91,89208.25
Pulses,Bengal Gram,5875,2025-04-25,5476.02,199425.04
Pulses,Black Gram,7800,2025-04-25,7627.26,90304.84
Pulses,Green Gram,8768,2025-04-25,7883.2,158972.17
Pulses,Lentil,7000,2025-04-25,7406.73,44192.88
Vegetables,Onion,0,2025-04-25,613.92,130919.52
Vegetables,Potato,0,2025-04-25,877.85,30254.03
Vegetables,Tomato,0,2025-04-25,1056.41,83974.48
Cereals,Bajra,2775,2025-04-26,2890.32,79549.0
Cereals,Barley,2150,2025-04-26,2004.37,196796.33
Cereals,Jowar,3699,2025-04-26,3598.39,178825.14
Cereals,Maize,2400,2025-04-26,2205.57,42660.29
Cereals,Paddy,2369,2025-04-26,2035.78,130350.78
Cereals,Ragi,4886,2025-04-26,4693.29,172878.43
Cereals,Wheat,2585,2025-04-26,2564.22,193640.28
Fibre Crops,Cotton,7710,2025-04-26,6982.62,173731.2
Oil Seeds,Copra,12100,2025-04-26,13104.05,154195.82
Oil Seeds,Groundnut,7263,2025-04-26,8014.25,152216.75
Oil Seeds,Mustard,6200,2025-04-26,6434.77,26292.41
Oil Seeds,Safflower,6540,2025-04-26,5622.82,184173.53
Oil Seeds,Sesamum,9846,2025-04-26,10190.56,159317.63
Oil Seeds,Soyabean,5328,2025-04-26,5298.47,23505.77
Oil Seeds,Sunflower,7721,2025-04-26,6852.82,137128.78
Pulses,Arhar,8000,2025-04-26,7832.73,40144.92
Pulses,Bengal Gram,5875,2025-04-26,5860.19,12888.58
Pulses,Black Gram,7800,2025-04-26,7991.81,53835.23
Pulses,Green Gram,8768,2025-04-26,9550.7,62106.87
Pulses,Lentil,7000,2025-04-26,6905.96,2373.53
Vegetables,Onion,0,2025-04-26,553.98,96013.77
Vegetables,Potato,0,2025-04-26,1031.27,139011.63
Vegetables,Tomato,0,2025-04-26,1474.31,7971.78
Cereals,Bajra,2775,2025-04-27,2758.77,21030.79
Cereals,Barley,2150,2025-04-27,1983.62,197333.19
Cereals,Jowar,3699,2025-04-27,3302.28,99802.69
Cereals,Maize,2400,2025-04-27,2485.07,140507.87
Cereals,Paddy,2369,2025-04-27,2411.39,2003.68
Cereals,Ragi,4886,2025-04-27,4631.63,103566.44
Cereals,Wheat,2585,2025-04-27,2265.39,70157.85
Fibre Crops,Cotton,7710,2025-04-27,6630.3,15761.77
Oil Seeds,Copra,12100,2025-04-27,11725.83,26586.52
Oil Seeds,Groundnut,7263,2025-04-27,7410.16,137908.52
Oil Seeds,Mustard,6200,2025-04-27,6759.09,40070.04
Oil Seeds,Safflower,6540,2025-04-27,5887.6,20958.34
Oil Seeds,Sesamum,9846,2025-04-27,10248.99,141309.82
Oil Seeds,Soyabean,5328,2025-04-27,4579.29,187245.64
Oil Seeds,Sunflower,7721,2025-04-27,6683.23,108282.2
Pulses,Arhar,8000,2025-04-27,8501.75,174200.28
Pulses,Bengal Gram,5875,2025-04-27,6252.33,160355.53
Pulses,Black Gram,7800,2025-04-27,7424.31,162974.28
Pulses,Green Gram,8768,2025-04-27,7663.53,178968.59
Pulses,Lentil,7000,2025-04-27,7099.94,163468.69
Vegetables,Onion,0,2025-04-27,993.34,105304.21
Vegetables,Potato,0,2025-04-27,1077.01,12117.4
Vegetables,Tomato,0,2025-04-27,670.8,174363.12
Cereals,Bajra,2775,2025-04-28,2541.25,195174.26
Cereals,Barley,2150,2025-04-28,2044.8,36464.48
Cereals,Jowar,3699,2025-04-28,4020.48,131758.62
Cereals,Maize,2400,2025-04-28,2398.7,111094.94
Cereals,Paddy,2369,2025-04-28,2524.79,45729.53
Cereals,Ragi,4886,2025-04-28,5613.53,194959.89
Cereals,Wheat,2585,2025-04-28,2701.58,39948.51
Fibre Crops,Cotton,7710,2025-04-28,8126.87,14486.07
Oil Seeds,Copra,12100,2025-04-28,10396.27,51573.69
Oil Seeds,Groundnut,7263,2025-04-28,7181.56,173661.09
Oil Seeds,Mustard,6200,2025-04-28,6622.53,148554.17
Oil Seeds,Safflower,6540,2025-04-28,6393.82,69219.7
Oil Seeds,Sesamum,9846,2025-04-28,9465.07,197530.53
Oil Seeds,Soyabean,5328,2025-04-28,4592.91,173412.95
Oil Seeds,Sunflower,7721,2025-04-28,7903.24,87751.15
Pulses,Arhar,8000,2025-04-28,8540.62,97359.45
Pulses,Bengal Gram,5875,2025-04-28,6533.16,180145.34
Pulses,Black Gram,7800,2025-04-28,7616.83,55401.72
Pulses,Green Gram,8768,2025-04-28,9010.92,182477.05
Pulses,Lentil,7000,2025-04-28,6392.39,124612.17
Vegetables,Onion,0,2025-04-28,1210.69,26356.96
Vegetables,Potato,0,2025-04-28,1365.02,35977.64
Vegetables,Tomato,0,2025-04-28,841.85,36236.34
Cereals,Bajra,2775,2025-04-29,3070.03,98480.96
Cereals,Barley,2150,2025-04-29,1986.96,174156.44
Cereals,Jowar,3699,2025-04-29,3638.31,102987.73
Cereals,Maize,2400,2025-04-29,2298.65,118610.52
Cereals,Paddy,2369,2025-04-29,2129.87,78246.75
Cereals,Ragi,4886,2025-04-29,5574.06,51663.78
Cereals,Wheat,2585,2025-04-29,2706.55,65071.75
Fibre Crops,Cotton,7710,2025-04-29,8342.54,26218.19
Oil Seeds,Copra,12100,2025-04-29,13805.45,90785.22
Oil Seeds,Groundnut,7263,2025-04-29,6687.88,14745.67
Oil Seeds,Mustard,6200,2025-04-29,5585.75,103978.8
Oil Seeds,Safflower,6540,2025-04-29,6220.2,165785.23
Oil Seeds,Sesamum,9846,2025-04-29,9641.86,49780.42
Oil Seeds,Soyabean,5328,2025-04-29,5515.24,141370.1
Oil Seeds,Sunflower,7721,2025-04-29,6949.77,33565.46
Pulses,Arhar,8000,2025-04-29,6888.01,147293.58
Pulses,Bengal Gram,5875,2025-04-29,6163.71,94952.44
Pulses,Black Gram,7800,2025-04-29,8605.36,161143.75
Pulses,Green Gram,8768,2025-04-29,8992.52,173660.84
Pulses,Lentil,7000,2025-04-29,6382.27,22428.33
Vegetables,Onion,0,2025-04-29,667.47,106257.35
Vegetables,Potato,0,2025-04-29,1238.07,24465.88
Vegetables,Tomato,0,2025-04-29,1076.14,63265.41
Cereals,Bajra,2775,2025-04-30,2781.02,8362.49
Cereals,Barley,2150,2025-04-30,1923.18,197326.69
Cereals,Jowar,3699,2025-04-30,4215.14,1037.75
Cereals,Maize,2400,2025-04-30,2725.3,127842.03
Cereals,Paddy,2369,2025-04-30,2630.48,90975.23
Cereals,Ragi,4886,2025-04-30,4908.86,97794.87
Cereals,Wheat,2585,2025-04-30,2714.4,27973.27
Fibre Crops,Cotton,7710,2025-04-30,6622.83,61620.59
Oil Seeds,Copra,12100,2025-04-30,12842.99,40410.6
Oil Seeds,Groundnut,7263,2025-04-30,7640.89,193983.91
Oil Seeds,Mustard,6200,2025-04-30,5444.66,134536.79
Oil Seeds,Safflower,6540,2025-04-30,6429.64,173635.04
Oil Seeds,Sesamum,9846,2025-04-30,8892.37,138540.56
Oil Seeds,Soyabean,5328,2025-04-30,5868.44,188925.61
Oil Seeds,Sunflower,7721,2025-04-30,8145.46,99460.09
Pulses,Arhar,8000,2025-04-30,8282.83,173787.55
Pulses,Bengal Gram,5875,2025-04-30,5999.45,6125.89
Pulses,Black Gram,7800,2025-04-30,8808.42,137920.87
Pulses,Green Gram,8768,2025-04-30,9232.3,43174.25
Pulses,Lentil,7000,2025-04-30,7333.66,78803.19
Vegetables,Onion,0,2025-04-30,1015.36,131586.17
Vegetables,Potato,0,2025-04-30,1296.19,195435.98
Vegetables,Tomato,0,2025-04-30,1007.78,156487.98
Cereals,Bajra,2775,2025-05-01,2830.79,147702.92
Cereals,Barley,2150,2025-05-01,2394.14,80857.86
Cereals,Jowar,3699,2025-05-01,3507.06,133535.3
Cereals,Maize,2400,2025-05-01,2621.65,152468.91
Cereals,Paddy,2369,2025-05-01,2580.66,87144.88
Cereals,Ragi,4886,2025-05-01,5351.88,24085.8
Cereals,Wheat,2585,2025-05-01,2619.5,1201.44
Fibre Crops,Cotton,7710,2025-05-01,7304.27,73323.98
Oil Seeds,Copra,12100,2025-05-01,11723.11,139108.67
Oil Seeds,Groundnut,7263,2025-05-01,7020.18,89766.29
Oil Seeds,Mustard,6200,2025-05-01,5711.83,74681.7
Oil Seeds,Safflower,6540,2025-05-01,6004.9,14685.52
Oil Seeds,Sesamum,9846,2025-05-01,10151.57,133659.15
Oil Seeds,Soyabean,5328,2025-05-01,5518.99,92725.63
Oil Seeds,Sunflower,7721,2025-05-01,7442.55,172673.56
Pulses,Arhar,8000,2025-05-01,8045.8,95862.42
Pulses,Bengal Gram,5875,2025-05-01,5038.94,68282.5
Pulses,Black Gram,7800,2025-05-01,7519.66,79794.62
Pulses,Green Gram,8768,2025-05-01,8978.89,106743.83
Pulses,Lentil,7000,2025-05-01,7226.6,152988.41
Vegetables,Onion,0,2025-05-01,1398.9,191106.96
Vegetables,Potato,0,2025-05-01,470.94,1562.2
Vegetables,Tomato,0,2025-05-01,1284.49,48734.29
Cereals,Bajra,2775,2025-05-02,3130.51,12100.46
Cereals,Barley,2150,2025-05-02,2430.21,70356.96
Cereals,Jowar,3699,2025-05-02,3256.7,97200.06
Cereals,Maize,2400,2025-05-02,2224.88,57010.34
Cereals,Paddy,2369,2025-05-02,2232.04,160615.03
Cereals,Ragi,4886,2025-05-02,4943.4,62295.97
Cereals,Wheat,2585,2025-05-02,2670.56,143244.33
Fibre Crops,Cotton,7710,2025-05-02,7184.08,82739.14
Oil Seeds,Copra,12100,2025-05-02,10727.45,36270.81
Oil Seeds,Groundnut,7263,2025-05-02,7657.64,36328.6
Oil Seeds,Mustard,6200,2025-05-02,6246.8,141823.8
Oil Seeds,Safflower,6540,2025-05-02,5768.69,113484.08
Oil Seeds,Sesamum,9846,2025-05-02,9126.94,192587.23
Oil Seeds,Soyabean,5328,2025-05-02,5301.7,161208.21
Oil Seeds,Sunflower,7721,2025-05-02,7837.34,8730.34
Pulses,Arhar,8000,2025-05-02,8319.56,190283.1
Pulses,Bengal Gram,5875,2025-05-02,6054.09,163846.81
Pulses,Black Gram,7800,2025-05-02,8699.04,45654.55
Pulses,Green Gram,8768,2025-05-02,8010.56,122215.65
Pulses,Lentil,7000,2025-05-02,6813.16,167980.27
Vegetables,Onion,0,2025-05-02,1338.46,47412.27
Vegetables,Potato,0,2025-05-02,1194.02,164531.73
Vegetables,Tomato,0,2025-05-02,970.17,19152.29
Cereals,Bajra,2775,2025-05-03,2878.11,90380.95
Cereals,Barley,2150,2025-05-03,2205.86,33644.44
Cereals,Jowar,3699,2025-05-03,3961.86,172566.28
Cereals,Maize,2400,2025-05-03,2196.05,19188.13
Cereals,Paddy,2369,2025-05-03,2030.45,128412.2
Cereals,Ragi,4886,2025-05-03,5042.98,109362.15
Cereals,Wheat,2585,2025-05-03,2377.12,78211.65
Fibre Crops,Cotton,7710,2025-05-03,7928.52,99378.53
Oil Seeds,Copra,12100,2025-05-03,13870.66,27331.13
Oil Seeds,Groundnut,7263,2025-05-03,7688.2,80893.54
Oil Seeds,Mustard,6200,2025-05-03,6066.45,143533.67
Oil Seeds,Safflower,6540,2025-05-03,6917.56,198251.64
Oil Seeds,Sesamum,9846,2025-05-03,8748.35,20866.72
Oil Seeds,Soyabean,5328,2025-05-03,5686.58,115698.46
Oil Seeds,Sunflower,7721,2025-05-03,7197.89,15929.9
Pulses,Arhar,8000,2025-05-03,7005.58,178843.47
Pulses,Bengal Gram,5875,2025-05-03,5331.92,64708.14
Pulses,Black Gram,7800,2025-05-03,7160.38,71031.51
Pulses,Green Gram,8768,2025-05-03,7635.41,103836.01
Pulses,Lentil,7000,2025-05-03,6091.99,160081.28
Vegetables,Onion,0,2025-05-03,742.52,176021.81
Vegetables,Potato,0,2025-05-03,1162.26,64900.53
Vegetables,Tomato,0,2025-05-03,875.36,198828.17
Cereals,Bajra,2775,2025-05-04,2909.73,111578.79
Cereals,Barley,2150,2025-05-04,2298.77,93067.86
Cereals,Jowar,3699,2025-05-04,3210.89,112481.25
Cereals,Maize,2400,2025-05-04,2729.49,35101.82
Cereals,Paddy,2369,2025-05-04,2504.04,40226.69
Cereals,Ragi,4886,2025-05-04,4938.52,19380.46
Cereals,Wheat,2585,2025-05-04,2546.51,151244.86
Fibre Crops,Cotton,7710,2025-05-04,7357.43,132999.1
Oil Seeds,Copra,12100,2025-05-04,13172.48,185439.21
Oil Seeds,Groundnut,7263,2025-05-04,6684.81,79893.22
Oil Seeds,Mustard,6200,2025-05-04,5553.49,198497.08
Oil Seeds,Safflower,6540,2025-05-04,7377.78,108014.43
Oil Seeds,Sesamum,9846,2025-05-04,10856.3,104215.55
Oil Seeds,Soyabean,5328,2025-05-04,5525.54,17870.43
Oil Seeds,Sunflower,7721,2025-05-04,8312.28,25586.31
Pulses,Arhar,8000,2025-05-04,8782.56,156416.52
Pulses,Bengal Gram,5875,2025-05-04,6242.91,7280.27
Pulses,Black Gram,7800,2025-05-04,7339.32,52659.36
Pulses,Green Gram,8768,2025-05-04,8400.1,17574.17
Pulses,Lentil,7000,2025-05-04,7917.61,110782.76
Vegetables,Onion,0,2025-05-04,780.63,89468.15
Vegetables,Potato,0,2025-05-04,1105.77,183882.43
Vegetables,Tomato,0,2025-05-04,1144.16,170292.42
Cereals,Bajra,2775,2025-05-05,2532.34,186122.51
Cereals,Barley,2150,2025-05-05,1902.56,163499.07
Cereals,Jowar,3699,2025-05-05,3566.53,175600.97
Cereals,Maize,2400,2025-05-05,2665.0,161194.78
Cereals,Paddy,2369,2025-05-05,2575.12,60970.59
Cereals,Ragi,4886,2025-05-05,4271.71,80625.89
Cereals,Wheat,2585,2025-05-05,2331.82,139005.47
Fibre Crops,Cotton,7710,2025-05-05,7354.03,195123.26
Oil Seeds,Copra,12100,2025-05-05,12611.73,164504.99
Oil Seeds,Groundnut,7263,2025-05-05,6462.31,172409.8
Oil Seeds,Mustard,6200,2025-05-05,6986.33,97438.03
Oil Seeds,Safflower,6540,2025-05-05,6748.47,152973.72
Oil Seeds,Sesamum,9846,2025-05-05,8885.54,100538.09
Oil Seeds,Soyabean,5328,2025-05-05,5166.02,29317.48
Oil Seeds,Sunflower,7721,2025-05-05,7414.17,13681.05
Pulses,Arhar,8000,2025-05-05,6861.95,27076.5
Pulses,Bengal Gram,5875,2025-05-05,6691.24,109928.43
Pulses,Black Gram,7800,2025-05-05,8890.02,86527.95
Pulses,Green Gram,8768,2025-05-05,8273.0,101253.07
Pulses,Lentil,7000,2025-05-05,6872.97,21177.65
Vegetables,Onion,0,2025-05-05,1043.64,123936.61
Vegetables,Potato,0,2025-05-05,1030.13,12316.86
Vegetables,Tomato,0,2025-05-05,1265.32,11679.85
Cereals,Bajra,2775,2025-05-06,3186.98,11603.22
Cereals,Barley,2150,2025-05-06,2275.8,196736.6
Cereals,Jowar,3699,2025-05-06,3409.57,28492.76
Cereals,Maize,2400,2025-05-06,2127.4,60689.87
Cereals,Paddy,2369,2025-05-06,2085.46,138447.66
Cereals,Ragi,4886,2025-05-06,4244.41,101908.95
Cereals,Wheat,2585,2025-05-06,2970.19,162803.36
Fibre Crops,Cotton,7710,2025-05-06,7976.5,61285.41
Oil Seeds,Copra,12100,2025-05-06,12549.74,105431.94
Oil Seeds,Groundnut,7263,2025-05-06,7101.94,26185.54
Oil Seeds,Mustard,6200,2025-05-06,6919.08,89984.44
Oil Seeds,Safflower,6540,2025-05-06,5940.85,73583.48
Oil Seeds,Sesamum,9846,2025-05-06,9592.36,165516.2
Oil Seeds,Soyabean,5328,2025-05-06,5701.41,153872.51
Oil Seeds,Sunflower,7721,2025-05-06,6588.4,83259.99
Pulses,Arhar,8000,2025-05-06,7955.23,3887.5
Pulses,Bengal Gram,5875,2025-05-06,5451.67,152069.95
Pulses,Black Gram,7800,2025-05-06,6950.84,107085.26
Pulses,Green Gram,8768,2025-05-06,8018.87,2473.55
Pulses,Lentil,7000,2025-05-06,6456.52,195175.96
Vegetables,Onion,0,2025-05-06,1480.98,97596.42
Vegetables,Potato,0,2025-05-06,618.51,90902.75
Vegetables,Tomato,0,2025-05-06,1182.26,97673.82
Cereals,Bajra,2775,2025-05-07,2483.67,64968.95
Cereals,Barley,2150,2025-05-07,2303.1,95229.82
Cereals,Jowar,3699,2025-05-07,3561.27,78925.53
Cereals,Maize,2400,2025-05-07,2370.8,157014.06
Cereals,Paddy,2369,2025-05-07,2647.65,191069.17
Cereals,Ragi,4886,2025-05-07,5306.54,63115.61
Cereals,Wheat,2585,2025-05-07,2730.9,87548.74
Fibre Crops,Cotton,7710,2025-05-07,7142.55,168182.27
Oil Seeds,Copra,12100,2025-05-07,10424.49,180357.31
Oil Seeds,Groundnut,7263,2025-05-07,7179.06,127458.44
Oil Seeds,Mustard,6200,2025-05-07,6496.4,179028.79
Oil Seeds,Safflower,6540,2025-05-07,6808.15,122806.02
Oil Seeds,Sesamum,9846,2025-05-07,8565.98,103705.68
Oil Seeds,Soyabean,5328,2025-05-07,4768.83,147499.88
Oil Seeds,Sunflower,7721,2025-05-07,7749.31,136061.54
Pulses,Arhar,8000,2025-05-07,6900.01,17004.16
Pulses,Bengal Gram,5875,2025-05-07,6256.27,14463.26
Pulses,Black Gram,7800,2025-05-07,6796.74,2471.09
Pulses,Green Gram,8768,2025-05-07,9968.78,147514.8
Pulses,Lentil,7000,2025-05-07,6691.83,59342.29
Vegetables,Onion,0,2025-05-07,919.72,132291.05
Vegetables,Potato,0,2025-05-07,618.21,19724.21
Vegetables,Tomato,0,2025-05-07,1252.33,53046.03
Cereals,Bajra,2775,2025-05-08,2376.19,16480.22
Cereals,Barley,2150,2025-05-08,2451.77,59124.18
Cereals,Jowar,3699,2025-05-08,3997.76,124951.48
Cereals,Maize,2400,2025-05-08,2315.0,41177.17
Cereals,Paddy,2369,2025-05-08,2099.92,123021.84
Cereals,Ragi,4886,2025-05-08,5288.56,128798.66
Cereals,Wheat,2585,2025-05-08,2608.5,8438.15
Fibre Crops,Cotton,7710,2025-05-08,8793.61,159752.9
Oil Seeds,Copra,12100,2025-05-08,11347.94,195995.07
Oil Seeds,Groundnut,7263,2025-05-08,7484.99,116505.41
Oil Seeds,Mustard,6200,2025-05-08,6661.42,162363.37
Oil Seeds,Safflower,6540,2025-05-08,6847.01,25662.74
Oil Seeds,Sesamum,9846,2025-05-08,9368.27,185620.32
Oil Seeds,Soyabean,5328,2025-05-08,4887.83,74464.8
Oil Seeds,Sunflower,7721,2025-05-08,7563.67,87909.03
Pulses,Arhar,8000,2025-05-08,8271.05,188618.01
Pulses,Bengal Gram,5875,2025-05-08,5417.97,24344.2
Pulses,Black Gram,7800,2025-05-08,7092.08,177390.63
Pulses,Green Gram,8768,2025-05-08,9151.54,57217.06
Pulses,Lentil,7000,2025-05-08,7663.49,172280.93
Vegetables,Onion,0,2025-05-08,1515.74,50485.59
Vegetables,Potato,0,2025-05-08,1240.18,168407.61
Vegetables,Tomato,0,2025-05-08,1330.37,131249.56
Cereals,Bajra,2775,2025-05-09,2506.46,109028.13
Cereals,Barley,2150,2025-05-09,2462.61,187480.74
Cereals,Jowar,3699,2025-05-09,3192.06,33004.72
Cereals,Maize,2400,2025-05-09,2134.84,145209.68
Cereals,Paddy,2369,2025-05-09,2594.85,42741.6
Cereals,Ragi,4886,2025-05-09,4894.58,168148.57
Cereals,Wheat,2585,2025-05-09,2765.54,108470.33
Fibre Crops,Cotton,7710,2025-05-09,7918.97,101696.69
Oil Seeds,Copra,12100,2025-05-09,11365.1,113026.15
Oil Seeds,Groundnut,7263,2025-05-09,7674.56,174670.92
Oil Seeds,Mustard,6200,2025-05-09,6453.5,152236.25
Oil Seeds,Safflower,6540,2025-05-09,5873.06,92338.42
Oil Seeds,Sesamum,9846,2025-05-09,8396.66,49373.44
Oil Seeds,Soyabean,5328,2025-05-09,5689.98,198362.4
Oil Seeds,Sunflower,7721,2025-05-09,6792.58,80328.79
Pulses,Arhar,8000,2025-05-09,8720.17,40846.93
Pulses,Bengal Gram,5875,2025-05-09,5972.09,146627.61
Pulses,Black Gram,7800,2025-05-09,8071.41,37645.55
Pulses,Green Gram,8768,2025-05-09,8387.6,156769.17
